"Gene"	"Mean log2 fold change Rep1"	"Variance Rep1"	"Mean log2 fold change Rep2"	"Variance Rep2"
"CAGL0E01661g"	-0.121821450578348	0.0448011513675376	0.0985990313567713	0.0371726812181685
"CAGL0D00418g"	-0.174025803261764	0.0413036385089956	0.262438742024497	0.0523565378340578
"CAGL0E01573g"	0.310903324873065	0.0457837088190403	0.292380599426436	0.0250865056165691
"CAGL0M11682g"	2.62268062124913	0.0519014395850227	1.92560544859982	0.0460960274680098
"CAGL0C05577g"	0.265764755394646	0.088174893019348	0.35368248490963	0.0703630230006311
"CAGL0B03113g"	-0.0995886719358089	0.0488249834265014	-0.224666913659369	0.0388672162052872
"CAGL0L01639g"	0.44212579378484	0.0185770380943726	-0.193519931754237	0.00823734484632947
"CAGL0B00638g"	0.0180056970510972	0.0884060225067391	-0.666813814847202	0.591209695843206
"CAGL0I00660g"	-0.0823816725477607	0.0232363830303685	-0.0494463832271939	0.0528534358434718
"CAGL0G09757g"	0.0781936419259783	0.0358480274036705	-0.00500831073983994	0.036991830035587
"CAGL0L09273g"	-0.0148226175363387	0.192724213086341	0.0851383182040864	0.310425128761261
"CAGL0K02123g"	-0.133365469938607	0.0163219965201087	0.171787017414563	0.11897299944891
"CAGL0K02475g"	0.0127821778529094	0.00146115514543577	0.167947715541137	0.00697625966130571
"CAGL0C05181g"	0.0985738829068238	0.0518001647209991	0.312739984725198	0.044880940442822
"CAGL0D02486g"	0.183756543230428	0.0296693545564713	-0.325366380136551	0.0290277620213011
"CAGL0J07590g"	-0.112834961165628	0.00904901660255179	0.900020238908211	0.0207427632838915
"CAGL0M03773g"	-0.0118443821428904	0.00427878745205751	0.240145964352303	0.0206645430656671
"CAGL0I08327g"	0.167348436564074	0.00965680653179976	-0.096560980704652	0.0143230238766837
"CAGL0K10230g"	0.22780215618178	0.0129533858744339	0.0427390116085781	0.0488012936137639
"CAGL0C05445g"	-0.154921148027543	0.0445276744505148	0.169071552623208	0.0450646961755118
"CAGL0J09416g"	-0.124981579655517	0.0290126878446576	-0.228752391177792	0.00286465137609686
"CAGL0J07634g"	0.0722545176127404	0.0479922990480719	0.0275358130520382	0.0396939073055351
"CAGL0M01408g"	0.190692224772895	0.0488615517628428	0.0441243426137053	0.041670339337714
"CAGL0H02343g"	0.0698412584187893	0.00620813438057993	-0.311032019004395	0.00422549406783309
"CAGL0I05192g"	0.266793459875539	0.00764010224415275	-0.124160398268398	0.0055353164798125
"CAGL0H01265g"	0.235287658384135	0.0246411198731804	-0.242622570257734	0.0160559934942357
"CAGL0M02519g"	-0.415858828197923	0.0341088469169966	-0.0896198388078064	0.0462407517093235
"CAGL0D00440g"	-0.293701589320108	0.0151362011353507	0.344622506423122	0.00186764259287975
"CAGL0L06270g"	-0.196052469397108	0.00534327682387486	-0.154878163131238	0.00396233193262271
"CAGL0K05687g"	-1.21925444919995	0.324463371835402	-1.29157075301294	1.77488298378053
"CAGL0M02035g"	-0.174671304609463	0.0400425322392009	-0.0291299880110193	0.022158495607147
"CAGL0A02904g"	-0.044832181605336	0.0350234788509851	0.386016372575922	0.0508487423650992
"CAGL0F00671g"	0.0188913512392585	0.0517011129842714	-0.0779046765947841	0.0334488084602117
"CAGL0H04015g"	1.07118942999872	1.28743902648729	-0.350788982615173	0.887726281593694
"CAGL0H06633g"	-0.166776818174297	0.175045208308608	0.793783285741862	0.0443405307443036
"CAGL0H07887g"	0.0659868511677641	0.00822818016566237	0.21452486575113	0.00695968405374072
"CAGL0F07007g"	-0.0498700849107299	0.032718841653292	0.698770898791431	0.011938447815559
"CAGL0F06693g"	0.050613941185141	0.0147543775758956	-0.0656444009796697	0.00629678982843012
"CAGL0K08514g"	0.0411020286065425	0.0221237828882101	0.0234722260110299	0.0287356754945831
"CAGL0D03652g"	-0.184410114053104	0.0921730594662314	-0.0460945717957037	0.0644635599391862
"CAGL0M13453g"	0.274435619040519	0.0203465612922118	-0.0746208855594933	0.0153412687532008
"CAGL0D02948g"	-0.491888058520147	0.041198548264738	-0.518953046856202	0.0427288057862664
"CAGL0C02585g"	0.229005798755789	0.0222661521447585	0.299338291154768	0.0336079302243743
"CAGL0J01661g"	-0.651856802185099	0.0221176599136266	0.276222649045654	0.0119048767907325
"CAGL0G01826g"	0.147230908789829	0.0125550215931656	0.142079571134274	0.0120008231042073
"CAGL0G09449g"	-0.433341202563597	0.0201678055480029	-0.0634245439431967	0.0430681913474731
"CAGL0J04752g"	0.092569601530375	0.0361785071361525	-0.224308481526968	0.024702081021244
"CAGL0M13035g"	-0.175765235390466	0.0136173933082804	0.155914005133444	0.0216017473612609
"CAGL0D02904g"	0.145959307037575	0.0444236699357684	-0.119997504033502	0.0602318037420585
"CAGL0M12386g"	-0.287296324131408	0.00155466570469236	-0.0374306407860344	0.0141013139420095
"CAGL0L03846"	0.633031238908175	0.175523118627211	0.437912646026628	0.0440006950874093
"CAGL0J08030g"	0.143491210504981	0.0360855234643457	0.00275327399439829	0.054545309213503
"CAGL0L04048g"	-0.113500307950567	0.0138521387175805	-0.0367639291621483	0.0193014409205034
"CAGL0H01639g"	0.207045335066232	0.0195435785276835	0.138372619415481	0.0213644773666239
"CAGL0M10417g"	-0.496334992744962	0.0132662210317643	-0.309673029526045	0.003367505011292
"CAGL0J02508g"	0.235500313168053	0.390917120779099	1.65765514599634	0.0531072497723785
"CAGL0M03949g"	-0.465214653977061	0.0497459984288181	-0.0670129933092498	0.0277676566997218
"CAGL0L07744g"	-0.355103434818532	0.0954536225094957	-0.0285583032590317	0.0557457269414755
"CAGL0K08580g"	0.154033605926208	0.0206062577261489	0.0566100763264479	0.0497651851041561
"CAGL0J09548g"	0.166844902581719	0.0592135164384516	-0.158683839553716	0.0501619695473151
"CAGL0K01639g"	-0.0795840864699065	0.0715919941974375	0.168054784596731	0.0391604607351876
"CAGL0M10043g"	0.0682635718578538	0.0179912118592865	0.119085432556828	0.0221819581533342
"CAGL0L11264g"	0.0519805767438169	0.0307033472794355	-0.0718190005316275	0.0365159899210794
"CAGL0B03091g"	0.169269271182736	0.0356979843223299	0.288035619006067	0.0140340108364673
"CAGL0D00528g"	0.107070706829295	0.0210423116296036	-0.194533319561314	0.0246136579753881
"CAGL0L08624g"	0.414488906048524	0.0281418318089168	0.0763961302922737	0.0199622078760189
"CAGL0H01551g"	0.0831131919519378	0.0336437688160956	-0.203766478366353	0.0367333885633635
"CAGL0H01683g"	0.342078845108515	0.0644539556439856	0.203260187768623	0.0244975365042627
"CAGL0D01408g"	0.154662274169181	0.00420383935302892	-0.0366640075319905	0.00768170450825639
"CAGL0M09581g"	-0.350139206184877	0.0251172895647863	0.208867584132337	0.0164354176250652
"CAGL0E06160g"	0.213823567356244	0.00715549310022331	-0.156605948302571	0.0401902469977318
"CAGL0A02112g"	0.190793520593162	0.0221899496960473	0.108085626844162	0.018608395108905
"CAGL0I08041g"	-0.0428562680218603	0.0506178662473218	-0.368655272438865	0.0367402226599703
"CAGL0M13761g"	-0.0379752420108869	0.0230378618569818	-0.231403362300281	0.0178944936953172
"CAGL0A02629g"	-0.230483240852687	0.0382928194472188	0.210267211239885	0.0320999478156955
"CAGL0H03069g"	0.218893047632532	0.043858284211351	-0.131533577322303	0.0534733411534367
"CAGL0H01243g"	0.00928293574768345	0.010371941616593	0.129445838885997	0.0274351965032147
"CAGL0J07546g"	-0.0309026156468432	0.0237753424131789	-0.00714507709810891	0.0433024555819651
"CAGL0F03003g"	-0.737099362167496	0.18796064317772	0.534439758537449	0.0636622193128949
"CAGL0K10252g"	0.03339249091716	0.0352697636760785	-0.364450526739796	0.0463202217748005
"CAGL0H08558g"	-0.289509967506754	0.129337125696652	-0.12382456297437	0.0887393636539811
"CAGL0D02596g"	-0.0155001061269183	0.0530907397378344	-0.19488770455602	0.0385888212899569
"CAGL0D01276g"	-0.640152872445976	0.0155836840987053	0.429567865421031	0.0282418383013092
"CAGL0E05720g"	-0.0712618653525619	0.0443791984329285	0.31033630353093	0.0264196451355772
"CAGL0F00913g"	0.213044547221781	0.025348007290648	0.0360234400316325	0.0453567340330619
"CAGL0B03839g"	-0.766350623883037	0.0155446769951233	0.541711378165758	0.065400501783433
"CAGL0M07832g"	-0.0405506011612663	0.613463051946256	-0.746275451348898	0.809014501273382
"CAGL0I06072g"	-0.0201838832447645	0.0324059244506316	-0.280405911871124	0.0379601850550994
"CAGL0M06171g"	-0.348485860373741	0.0184479643729795	-0.110173350237452	0.013377977741092
"CAGL0C04499g"	-0.300873633644345	0.0303634197984716	0.0458419956561812	0.0187356763137684
"CAGL0D02794g"	-0.634982203163601	0.0562018029377597	0.32299602356267	0.0851503092545446
"CAGL0C03113g"	-0.332204129364292	0.0168722235265996	-0.0371321861618099	0.0261412155025972
"CAGL0G04697g"	0.0970008954275098	0.0328594474193176	-0.340740624309809	0.0311571092622893
"CAGL0I09614g"	0.110599636336558	0.0109543141619901	-0.0947481841504809	0.0136340974157311
"CAGL0L02365g"	0.06654518950022	0.0060189927481043	-0.0525866524344878	0.00629350323196904
"CAGL0D03322g"	-0.88980153258037	0.0529094748345601	0.182596628450227	0.0183882807235548
"CAGL0K08536g"	-0.628103224872166	0.00727389702885368	-0.718962617189221	0.0578228324173253
"CAGL0J06094g"	0.145065241687763	0.0591690763261375	0.095996188430825	0.0425568395187307
"CAGL0G03091g"	0.32610065306636	0.00911253937022639	0.0400737625760612	0.017802195028998
"CAGL0G03971g"	-0.223723423440237	0.0811563846901013	-0.242496110879093	0.0785466954994749
"CAGL0E06644g"	0.70466675258007	0.0237593789433479	-0.0389905290604878	0.0304471703583301
"CAGL0D05874g"	0.397171248568569	0.0484512991492829	0.466080106998811	0.0432474505588626
"CAGL0M02651g"	-0.268762966985634	0.0271632280957377	0.0700983407745875	0.0331566326358698
"CAGL0K10054g"	0.0840226162483189	0.0710516620515125	0.0376139672820985	0.0375354015197271
"CAGL0L04950g"	0.527657314626811	0.0859861066682259	0.361528201174888	0.0346039839975484
"CAGL0L04576g"	-0.22139611561304	0.0841832723099267	0.0468920100652711	0.0629214771258499
"CAGL0M13409g"	-0.0251984757838564	0.0143965783568973	0.0103481006377129	0.0139048228347466
"CAGL0K06303g"	0.443699726658883	0.0323989180000508	0.0976024202124033	0.0402753197261771
"CAGL0H07535g"	-0.380745868330429	0.066923600740361	0.143371212023364	0.0434669245470548
"CAGL0J09966g"	-0.297047202642926	0.0161692326843253	-0.572951053524525	0.0149989105147722
"CAGL0E02519g"	-0.0516717946249565	0.0304783942796406	-0.148393756421766	0.0482944202754632
"CAGL0J10010g"	0.22059176642117	0.0475315628770307	0.412686881665319	0.0427633744794068
"CAGL0J06556g"	0.352079242829348	0.0289470159048943	-0.145755804522511	0.0209369772423897
"CAGL0I02222g"	0.159403728228916	0.03262222786439	0.019558896289739	0.045957176092836
"CAGL0F03553g"	-0.0194014599966827	0.00853742996083702	0.353635670803123	0.00134641320321461
"CAGL0M08866g"	-0.222170536597018	0.0515716406550092	-0.155630470534889	0.0634797931420416
"CAGL0C01639g"	0.607887600672863	0.0180716402964161	0.508805394871637	0.0222257236022306
"CAGL0E04400g"	-0.283559193501401	0.015815830714828	0.00634807317192149	0.0531986579371262
"CAGL0M10505g"	0.0959663923629789	0.0679348800775721	-0.119382876303954	0.0117402540000666
"CAGL0G09295g"	-0.0219407697917302	0.0174869105217809	0.0582385112578245	0.0143932321737006
"CAGL0K11000g"	0.0673207862398019	0.044486812954606	0.0213261262204487	0.0370903482219107
"CAGL0M03905g"	0.540657422767245	0.0396564157886261	0.411633354113185	0.00973179615061048
"CAGL0H04301g"	0.155891481821478	0.0201756440548637	-0.0743686858106716	0.015697636380408
"CAGL0L08712g"	-0.320536936013262	0.0853643491487005	-0.519417589346895	0.0877333885146775
"CAGL0C01133g"	-0.218902824958474	0.0452301029377399	0.176328956171039	0.0392778399674259
"CAGL0C00847g"	-0.528281671199068	0.0266401457858381	0.303016472538949	0.0491542870899669
"CAGL0K01001g"	0.274633965990992	0.0562763988878444	-0.26433999696982	0.052071934459815
"CAGL0E02761g"	-0.578011900550109	0.0188223627270767	0.116033468204189	0.0045299035978759
"CAGL0K01177g"	-0.432863601541047	0.00314583975320688	0.363797383068815	0.0073141585263364
"CAGL0I03938g"	-0.212412072240714	0.0163463667816713	-0.00340475663285245	0.0272411512560122
"CAGL0F07843g"	0.220282979075073	0.0312479534586447	-0.29418797899925	0.0333397294267932
"CAGL0L07128g"	-0.168101346988479	0.0438017261482005	-0.206504120882384	0.0346098210944798
"CAGL0J04488g"	0.208935599585096	0.0553443709287993	-0.242021396851322	0.0320104101815877
"CAGL0D05236g"	0.961164251566226	0.03533439582145	1.49208220788133	0.0177875010207353
"CAGL0F05511g"	0.3720124854854	0.0274106247015231	-0.0136697539951758	0.0130555950366039
"CAGL0L04642g"	0.107581488860229	0.0286287110644016	0.084874488269562	0.0269145040922505
"CAGL0A00781g"	-0.0919501222919615	0.0273208034854866	-0.180336381800608	0.0338646923371248
"CAGL0H07161g"	0.716941933726968	0.0331728749819764	0.464722551600349	0.0186940279963805
"CAGL0L01551g"	0.139279706648474	0.0315027769701843	0.163631154217295	0.0217623940497617
"CAGL0C00671g"	-0.552848312164937	0.0657935337225244	0.326725040583716	0.0502906614054281
"CAGL0L05940g"	0.263821497417383	0.00791981226600006	-0.239269618837864	0.0186373099018716
"CAGL0M04653g"	0.098621986207637	0.0417303591025342	-0.125328897675504	0.0413329852862311
"CAGL0H02893g"	-0.340277798981385	0.0786168610443178	-0.147097939230093	0.0334894162391573
"CAGL0L01419g"	0.0641649890060225	0.0170985885233393	-0.20397641788537	0.0224570840929909
"CAGL0D00748g"	-0.289025147722113	NA	-0.0717329980470511	NA
"CAGL0M02123g"	-0.27425108338492	0.0189371968079862	-0.0268571018020907	0.0172828517482886
"CAGL0H07227g"	-0.179343036182325	0.0267016097442284	-0.171951192679793	0.0344654509384537
"CAGL0K00319g"	0.139917997729901	0.029663448663967	-0.566152968080532	0.0324696325997775
"CAGL0C01221g"	0.237911375176191	0.029450208598313	0.176431432908367	0.0217104853469515
"CAGL0K03817g"	0.288902084720972	0.0267474898135423	-0.14491442585298	0.0135843721798494
"CAGL0A01199g"	-0.412918025071967	0.0511747520460016	-0.261863956465502	0.0433472013263039
"CAGL0K03729g"	0.165228126659274	0.114773274470084	-0.0466850671978329	0.0723580919078876
"CAGL0D00660g"	-0.108526094376261	0.0214511694130344	-0.44051881910937	0.0310728545193367
"CAGL0F08371g"	0.523210565206028	0.0223704951754975	-0.0918808325037725	0.0225871925379746
"CAGL0J09504g"	0.00122430367590285	0.0376206538001629	0.20435979812953	0.00607913177941958
"CAGL0M10263g"	0.212202411947753	0.00225195913218735	-0.0493140164315966	0.00787328580801459
"CAGL0L04026g"	0.542296108475554	0.042498297208974	0.573968102174338	0.0525106090599025
"CAGL0B04631g"	-0.000380588146572054	0.0374446819548783	-0.0535534951236142	0.0555529565948889
"CAGL0E01947g"	0.173281217964362	0.0246480133186004	0.0231733586872821	0.0354564888885954
"CAGL0K08888g"	0.370071075434894	0.0348720874701224	0.0201930001480187	0.0301108881095431
"CAGL0C01683g"	0.0622935641111513	0.0983726739181977	0.123371385794479	0.0797227922404148
"CAGL0H04147g"	0.215736623761271	0.0468400550023134	0.718275151447165	0.0475079082350061
"CAGL0I06875g"	-0.111271894408542	0.019394793483462	0.0871290041575214	0.00668271300877739
"CAGL0I07161g"	-0.185929004645527	0.0826621769552274	-0.0601709660781333	0.0695114599181312
"CAGL0M06831g"	0.155127680659128	0.021770216094141	-0.314365013731382	0.0242031139539233
"CAGL0L06952g"	0.21811998694375	0.033994838432422	-0.0357244875837968	0.051808228870246
"CAGL0M10527g"	0.39242239541603	0.079321492251296	0.411283376040333	0.13423916908874
"CAGL0E02981g"	-0.188270069722258	0.0380246991175684	-0.368352570509603	0.0263124239097992
"CAGL0B03553g"	0.27100576500689	0.0317532492895687	0.0694767776643761	0.0577515699561044
"CAGL0L00227g"	-0.20905556792551	0.0891295320792925	0.312568260945595	0.0499565440020151
"CAGL0E02695g"	-0.0845105440389042	0.0332448683668283	-0.231264497964847	0.0304861178796316
"CAGL0K12320g"	-0.213799982713776	0.0332101137653888	-0.128528328804317	0.010420983430942
"CAGL0J08349g"	-0.336049875781437	0.0555010290190998	-0.0428554259364329	0.0440452235152849
"CAGL0F06149g"	-0.196872080960917	0.0256356015902583	0.14138580235013	0.0218608635048893
"CAGL0K05775g"	-0.194756228985853	0.0471860142772724	-0.0748068817629968	0.00844161023012938
"CAGL0J02420g"	0.314410194403818	0.0639251559704668	-0.166541632597289	0.0209309239353319
"CAGL0M12815g"	0.0812479286759984	0.116602610684214	-0.308324798128016	0.339332198623048
"CAGL0K03795g"	0.356429653495101	0.0457763753320134	0.344088324000547	0.034706448400315
"CAGL0G05742g"	0.612717514915595	0.136535995533179	0.638549570488818	0.0298084295556272
"CAGL0I10494g"	-0.201125754641316	2.37210148372927e-05	0.510124886627522	0.0244027043757937
"CAGL0H10406g"	0.608044893355325	0.0422913323419839	0.224306848710348	0.0514839687377077
"CAGL0L11308g"	0.334266672878169	0.0286281423355423	-0.0403607743055984	0.0201693320959921
"CAGL0D04290g"	-0.257141593549805	0.00135600276569046	0.238627839003689	0.00915316676572599
"CAGL0K00170g"	-0.325285733260092	0.148886269247317	0.318933681888837	0.35220326256838
"CAGL0J09020g"	-0.513799892506913	0.0556290144630529	-0.160764692229838	0.116126471917891
"CAGL0A04653g"	0.219419642888007	0.0573547168716195	-0.188723269790025	0.0366195004799466
"CAGL0J10670g"	0.30900946314426	0.0573444070543231	-0.130069694138548	0.0653292335771194
"CAGL0F02783g"	-0.0353565665822847	0.0229588820376613	-0.106999614753956	0.0361056911942479
"CAGL0H03267g"	0.113271721457282	0.0714914219378743	-0.156920033719741	0.0670637140670181
"CAGL0J04818g"	-0.0448983112647324	0.0373970661989234	-0.0170020897687685	0.0368371301359403
"CAGL0D01716g"	0.0302598570100822	0.00938484532088739	-0.201158499415905	0.00483120772241888
"CAGL0K07458g"	-0.453618768947791	0.118036898752875	-0.225332949819401	0.0386441748900818
"CAGL0K02079g"	0.108157177070091	0.0157756389372601	-0.279431761891391	0.0122219822942215
"CAGL0L11814g"	-0.00816169242689777	0.0883889908982061	0.0520235704835009	0.0778876808127611
"CAGL0J03234g"	-0.0218126431731847	0.0340503554891865	0.438425360503163	0.0099535622257513
"CAGL0I04950g"	0.0871346814920626	0.014343950936098	-0.174217093048649	0.026378607523467
"CAGL0L04334g"	-0.179810653468004	0.0432406750532487	-0.371877236803639	0.0162565753586203
"CAGL0I04884g"	0.183633578180128	0.0199407673821124	-0.286354601493962	0.0389475824443517
"CAGL0H05665g"	0.936480863007828	0.0201952061192293	0.680114071315188	0.018504794765595
"CAGL0B02365g"	0.163893282728614	0.0855865245507748	0.0269437269544054	0.110200918338705
"CAGL0G00242g"	0.0461547202848669	0.0459014856194934	-0.374918232471486	0.0578607922059867
"CAGL0J03322g"	-0.0892187038773839	0.0154181434339331	0.0740428831000076	0.0179059271885389
"CAGL0K07293g"	0.011833313354229	0.0272480312210392	-0.17244474117562	0.0436390495999704
"CAGL0J01848g"	0.308182086292452	0.0519530723967929	0.319715991441117	0.0309197339042173
"CAGL0L07700g"	-0.0281061707932545	0.0941349023404918	0.713590222453653	0.028990882139049
"CAGL0L06468g"	0.0795915579315102	0.0260656255706075	-0.0786582102101271	0.0474613009241897
"CAGL0L02277g"	-0.0869950897788622	0.0447658888064624	-0.155090782724863	0.013995383020578
"CAGL0K12694g"	-0.239442112894827	0.0525728689023141	0.0908537178769977	0.0363562889111625
"CAGL0E02849g"	0.0303234478178304	0.0429968699372111	0.0147573112045735	0.0359493406309222
"CAGL0D00594g"	-0.360287463079646	0.0966236009963886	0.0657214258699858	0.0647490214026544
"CAGL0B00660g"	0.201672472332391	0.0215628849446628	-0.29974596787178	0.0151828156303062
"CAGL0F04367g"	-0.00905159958348226	0.0365430574013828	0.0727961870885453	0.0167778725748215
"CAGL0B01012g"	-0.583328921424365	0.101098964463257	0.17939772497321	1.04445248098491
"CAGL0K10780g"	0.296593081165365	0.336804794674842	0.0459158834624909	1.06677057208436
"CAGL0A01914g"	0.142839036399901	0.0164724007526579	0.0909740530888351	0.0210156461005654
"CAGL0F02035g"	-0.10700321176071	0.0445032423385246	0.166678778779718	0.0688773491136545
"CAGL0M04081g"	-0.064081244638802	0.0371257480824619	-0.0280883187935794	0.0338806424148054
"CAGL0L06248g"	-0.247625100938831	0.00440797580597772	-0.115287941641273	0.00545535416681716
"CAGL0L10428g"	-0.576898515507312	0.0483506764153187	0.343369807717014	0.0368170622233034
"CAGL0M03135g"	-0.206441396526915	0.0497210546988776	0.0156362850610039	0.0705181013609315
"CAGL0E00627g"	0.0309883932021005	0.0810072504799276	-0.0193278705412729	0.0736928176906155
"CAGL0K09702g"	1.63104931315056	0.00651622717320724	1.10876680933253	0.00192443010341583
"CAGL0G07557g"	0.160845973636355	0.00488978653571409	0.319077375193365	0.053255977708649
"CAGL0F06369g"	-0.0838734124681437	0.0211663378611749	-1.3336075400537	0.0131091102392415
"CAGL0E05676g"	0.167945460437152	0.0444581494020286	0.329443688739591	0.057766389152815
"CAGL0E03564g"	-0.309886669425975	0.0246616894319485	0.142752314056408	0.0174391964392105
"CAGL0K09438g"	0.063894167809024	0.0344175366392112	-0.0555175429553667	0.0652574065995147
"CAGL0B02431g"	-0.805223309748163	0.00746822943499558	0.197402275565248	0.0120015841266317
"CAGL0J09702g"	-0.681156084884924	0.042108301026521	0.544477259431289	0.0738442969615013
"CAGL0H06897g"	0.173486076080035	0.0357523737671275	0.743801001740479	0.0010234600526412
"CAGL0K12386g"	-0.311692863408032	0.0721293676402334	-0.124478455975587	0.0271558231116941
"CAGL0M10021g"	-0.281654142810609	0.0763308770126818	0.217316201322034	0.0684454132630485
"CAGL0D02288g"	0.149435297569047	0.0245296053800559	-0.132810744502531	0.0380456230643982
"CAGL0I07469g"	-0.152630330564194	0.0836714041216869	0.230433442000698	0.0106409087362791
"CAGL0M12430g"	-0.151057746649149	0.0028059114438488	0.16334383960952	0.00346405025629354
"CAGL0G08756g"	0.0844447758454096	0.0252844571408056	-0.278927059731149	0.0313885304442765
"CAGL0B01837g"	0.292304219207906	0.0203666378446895	-0.104479786109152	0.0309296228980625
"CAGL0C02035g"	-0.0371831670798242	0.0137398169180099	0.0607313943295927	0.00563584988355159
"CAGL0L09933g"	-0.552861207565378	0.0643255652835378	-0.214665662694121	0.0194660789798459
"CAGL0M13827g"	0.131496420837487	0.0759414868170632	0.59829942745207	0.0580601805235679
"CAGL0J10626g"	0.244706438561892	0.0383449919817257	-0.136247602171393	0.0278781945641493
"CAGL0L00605g"	1.3198475817413	0.0618991069417461	0.605625968815806	0.0449171042205644
"CAGL0J00671g"	1.15880843524912	0.0295224939211296	0.710652512154701	0.0142777987336969
"CAGL0F01485g"	-1.17755554757911	0.259295390237911	0.530158204943139	0.0325631529496127
"CAGL0E00649g"	-0.187492772495415	0.0534074768001279	-0.073319931219313	0.0568998698271726
"CAGL0A01221g"	-0.509521992694732	0.00711975093724686	-0.438143622617958	0.0250496488789362
"CAGL0K03707g"	-0.128306995430592	0.133798083510758	-0.000618754933146167	0.140227383620036
"CAGL0K06193g"	0.0466759623780933	0.0238599038468751	0.0533087662593473	0.0217132491269819
"CAGL0J10934g"	0.197551078615872	0.0672449461097214	-0.146506825806298	0.0477558892508706
"CAGL0E05962g"	-0.531413922522853	0.0409982681857366	0.219645326457901	0.0269986958135763
"CAGL0I03762g"	-0.193943293356721	0.0733497285549347	0.419189213840345	0.859941248878027
"CAGL0M01694g"	-0.270823041679955	0.0341298447897566	0.154542825029803	0.0272190734870725
"CAGL0K07986g"	0.140624751329382	0.0582092619301322	-0.151242005196964	0.0891791807009803
"CAGL0I10516g"	-0.175474673899431	0.113134790043304	0.0844021550705257	0.0985621020149113
"CAGL0I06600g"	0.0092959684691297	0.0158812940218955	-0.058157909368329	0.0322981659501464
"CAGL0K07766g"	0.195712739547614	0.0297921626557716	0.0224697051035081	0.0321296138854393
"CAGL0D06622g"	0.298831789223345	0.034408376744522	-0.0703451972719468	0.030205727730811
"CAGL0J00165g"	-0.360383348186221	0.00256980643337492	0.58100872318276	0.0188606864255206
"CAGL0A02651g"	-0.0952548277243888	0.0950245008762564	-0.0104110881541411	0.0794641744404204
"CAGL0B03971g"	-0.455179636724099	0.0215918621878018	0.197555804593902	0.0121661285870929
